Food Name,Food Group_Beverage,Food Group_Cereals,Food Group_Dairy,Food Group_Dry Fruits,Food Group_Fats & Oils,Food Group_Fruits,Food Group_Leafy Greens,Food Group_Nuts,Food Group_Pulses,Food Group_Seeds,Food Group_Soy Products,Food Group_Spices,Food Group_Vegetables,Cultural Suitability_Indian,Cultural Suitability_Middle Eastern,Cultural Suitability_North Indian,Cultural Suitability_South Indian,"Dietary Tags_Vegan, Gluten-Free","Dietary Tags_Vegetarian, Gluten-Free","Dietary Tags_Vegetarian, Vegan, Gluten-Free",Energy (kcal per 100g),Protein (g per 100g),Iron (mg per 100g),Calcium (mg per 100g),Folate (µg per 100g),Vitamin C (mg per 100g),Vitamin A (IU per 100g),Magnesium (mg per 100g),Fiber (g per 100g),Omega-3 (g per 100g),DHA (g per 100g),Sodium (mg per 100g)
Gujarati Leafy Greens 62,0.0002636588,0.000985888,0.9998753,0.0015434633,0.99975675,0.98224705,0.9993924,0.00034234923,0.0008885471,0.013154533,0.050289318,0.32378697,0.9988663,0.000107168424,0.999941,0.99978596,0.9994734,0.0005587352,0.0017350229,0.9998511,0.9997497,0.9991333,0.7677495,0.9995927,0.9989146,0.00044953113,0.8227349,0.00030891772,0.99986684,0.02666754,0.99894303,0.9996636
Indian Seeds 63,0.002825763,0.0006723807,0.99946254,0.0058043557,0.9992242,0.999977,0.99786204,0.0004477128,0.0027677657,7.5439755e-05,0.033873834,0.06447765,0.99474853,0.0002832159,0.9995472,0.99962974,0.99954957,0.0006867841,0.0037059672,0.998326,0.99889284,0.9904178,0.37088463,0.99636817,0.9990972,0.00050863606,0.9929998,0.00051119627,0.998747,0.040540535,0.99864835,0.99584097
Indian Cereals 64,0.0020188026,0.0072548543,0.9984871,0.009659819,0.99889034,0.9994343,0.9982919,0.0020160377,0.0007055878,0.0014813436,0.051002316,0.051132917,0.99741155,0.00025353534,0.99985003,0.9996451,0.9992654,0.0014859402,0.004072417,0.9956055,0.99970824,0.9666549,0.59013677,0.9993617,0.99966764,0.00028238626,0.9550164,0.0015761723,0.9991341,0.076484375,0.99490947,0.9947062
Indian Dairy 65,6.5965025e-05,0.00032809188,0.9999542,0.00491089,0.9997199,0.99876475,0.9996195,0.00015020503,0.00036597915,0.0011198331,0.018468613,0.108402506,0.9994604,0.00011728594,0.9998018,0.99985695,0.9996846,0.00012928554,0.0024075327,0.99961615,0.9999794,0.99658895,0.41495785,0.99918836,0.99990976,0.0003736989,0.9161422,0.0006181431,0.9999372,0.047553115,0.99982125,0.9991842
South Indian Cereals 66,0.00023383218,0.0005479426,0.9998858,0.0008114785,0.999788,0.99965227,0.9995466,0.0003067036,0.000114010145,0.0016968432,0.056584824,0.07292714,0.9994128,4.3567405e-05,0.9999033,0.99988306,0.9998821,0.00017609111,0.0018521027,0.99991655,0.99990964,0.995402,0.57367146,0.9984303,0.9998306,0.00018571384,0.9543436,0.00017641933,0.99994564,0.067326695,0.9996105,0.99973625
Bengali Seeds 67,0.00038926178,0.00075752713,0.9998863,0.0041185687,0.99994206,0.0016534305,0.99950075,0.00028629316,0.0007518923,0.96564895,0.001727328,0.06941316,0.9973814,7.205542e-05,0.99992204,0.99956733,0.9969386,0.00027667126,0.008347237,0.9999627,0.9999176,0.9997508,0.96188956,0.99931467,0.9999819,0.001005951,0.06428542,2.1945514e-05,0.9999863,0.009351034,0.9998654,0.9998683
South Indian Pulses 68,0.00016388796,0.00037923054,0.99992085,0.0075228466,0.99978524,0.714453,0.9991357,0.00010187463,9.0716276e-05,0.078163534,0.019300273,0.06980792,0.9997311,7.235252e-05,0.9999021,0.99985075,0.99967957,0.00020116445,0.0013099787,0.9996555,0.9999665,0.99925417,0.9237145,0.99982893,0.9999316,0.00021118224,0.5117957,0.0001723885,0.9999181,0.024593817,0.99708086,0.9995345
Bengali Vegetables 69,0.00028540878,0.0013426315,0.9999485,0.005231015,0.9998254,0.28624877,0.99887234,0.000118742784,0.00033274284,0.20795543,0.019782502,0.11801189,0.9997681,0.000103558916,0.9995159,0.99994063,0.99964535,9.374992e-05,0.0056550344,0.99994683,0.99993837,0.9998567,0.9500527,0.9999143,0.99998116,0.0001260301,0.21262453,0.00017398983,0.9999639,0.034033485,0.9985576,0.999479
Indian Pulses 70,0.00014237523,0.0008126249,0.99976915,0.013566035,0.99973065,0.99912995,0.99928015,0.00032668235,0.00051536516,0.00032358235,0.113002434,0.14417723,0.9992888,0.00012031096,0.99982554,0.99970466,0.9995147,6.130652e-05,0.0015718029,0.99988246,0.99988496,0.998749,0.40148515,0.9997111,0.9996474,0.0005667836,0.92313355,0.00037938962,0.9999232,0.04144677,0.99820185,0.99876827
South Indian Leafy Greens 71,0.0001284665,0.00069477805,0.99995375,0.0010819662,0.99973947,0.99225277,0.99987817,0.00028946623,0.000519219,0.0008971124,0.005742218,0.0585595,0.99942195,9.800067e-05,0.99997246,0.9998281,0.9998944,8.221718e-05,0.0016549218,0.9998124,0.9999387,0.9989242,0.3978912,0.9988142,0.9999629,0.00028160066,0.92264754,0.0001480769,0.9999682,0.04318358,0.99949026,0.9998111
Gujarati Fruits 72,0.00020947785,0.00046607305,0.9994855,0.003010528,0.9989624,0.9998568,0.9983962,0.00025281843,0.0027615328,0.0003095132,0.06280446,0.19628438,0.9984681,0.00010130405,0.99958545,0.9998211,0.9993563,0.0002752484,0.005675126,0.99963415,0.9997634,0.992324,0.68134916,0.99942833,0.9998074,0.00023524076,0.9687584,0.00039914422,0.9997098,0.071858294,0.99942976,0.993562
South Indian Seeds 73,0.0001751016,0.0010235129,0.9993674,0.0012171298,0.99993813,0.9998024,0.99963486,0.00064690516,0.00070391374,0.0001493779,0.09562257,0.13051578,0.9995338,3.6781603e-05,0.9999516,0.99989414,0.99941826,0.00015511706,0.004425091,0.9997577,0.9997814,0.9977245,0.64357555,0.99939024,0.9998636,0.00088098896,0.92785203,0.00018487302,0.99989235,0.05340016,0.99923015,0.9998779
North Indian Dairy 74,0.0023323381,0.00065237994,0.9997485,0.0036019767,0.99977463,0.9928053,0.9997074,0.00094257965,0.00029547443,0.0042054197,0.021180248,0.050560884,0.9992341,0.00024200915,0.99991214,0.9999329,0.9999417,0.0005425885,0.0012617601,0.9998154,0.99992275,0.99825364,0.5354509,0.99944085,0.9998373,0.00019911001,0.65557724,0.00015816603,0.9999565,0.05245871,0.99909854,0.9995165
Indian Nuts 75,2.9694032e-05,0.0001391565,0.99997675,0.000114498995,0.9999969,0.00024089265,0.9997807,1.1683884e-05,0.00018719796,0.99847335,0.0059116124,0.02998017,0.99979395,2.6991943e-06,0.9999727,0.9998684,0.99975795,1.102595e-05,0.0051897694,0.9999875,0.9999213,0.99980813,0.9983365,0.99940205,0.9999893,7.632363e-05,0.14092125,2.62769e-05,0.9999919,0.024788534,0.9999888,0.9998493
Indian Dairy 76,8.117297e-05,0.00068149576,0.9999225,0.0008097262,0.9999492,0.9999865,0.9988412,0.00038862365,0.0004782469,6.200572e-05,0.046590254,0.09099119,0.9995029,1.8920564e-05,0.99995255,0.9999088,0.9995567,0.00029788914,0.005125015,0.9998708,0.9997968,0.9964395,0.5247093,0.998946,0.99975127,0.0005632876,0.993705,0.00011416952,0.99996126,0.019755682,0.9987577,0.9987991
South Indian Leafy Greens 77,0.00022718345,0.0027667524,0.9996177,0.0014868489,0.9999099,0.9998661,0.99906,0.00036975896,0.00029440114,0.00023002547,0.06314868,0.14124562,0.9983322,7.174982e-05,0.9998229,0.9997594,0.9997074,6.971616e-05,0.00077542686,0.99973387,0.99986935,0.99725467,0.5212846,0.9999132,0.9998203,0.0001696668,0.96869206,9.897693e-05,0.9999503,0.03994042,0.9995364,0.9969471
Gujarati Leafy Greens 78,0.00021212752,0.0009170552,0.9989857,0.013502048,0.9996964,0.99977845,0.99806327,0.0014785666,0.00077081047,0.0002792197,0.017682051,0.14525956,0.9991555,0.00017086577,0.9996743,0.9996252,0.9993649,0.0004934667,0.001542836,0.9997038,0.9999435,0.9970163,0.31569374,0.9999119,0.9998466,0.00029592495,0.95846045,0.00083479437,0.9999083,0.054038,0.998684,0.998811
Indian Leafy Greens 79,0.0010872948,0.001094448,0.99943084,0.015046422,0.99893683,0.9968148,0.9974496,0.0020078938,0.0026514437,0.007597711,0.017205833,0.028662803,0.9983657,0.00092198956,0.9996631,0.99976367,0.9996106,0.00027073277,0.0037396583,0.99941385,0.9996728,0.9961158,0.37419155,0.9981687,0.9995059,0.00048048177,0.9226052,0.00064172916,0.9985923,0.05562134,0.9982383,0.99793136
Indian Vegetables 80,0.00024187258,0.00040066015,0.9994849,0.0034294364,0.9999206,0.9964024,0.9996637,0.00014138682,0.00060347293,0.005401951,0.014405141,0.0895595,0.9995425,0.00029279554,0.9999075,0.99994886,0.99977046,0.00013167584,0.0047541256,0.99984884,0.9999298,0.9969963,0.5663588,0.9996394,0.9999089,0.00042947964,0.82005304,0.0002376847,0.9999274,0.008751392,0.9986702,0.99982303
South Indian Dairy 81,0.0002054413,0.00042598447,0.9998667,0.011125748,0.9998809,0.9959193,0.9992993,0.00048614742,0.0008017,0.014701907,0.0246997,0.03980981,0.9987577,0.00018934299,0.9999584,0.9998858,0.9999374,0.0003051359,0.002275299,0.99988496,0.9999912,0.9993531,0.48703042,0.9998103,0.9998086,0.00023774408,0.9025148,8.572684e-05,0.9999255,0.018751007,0.9996289,0.9990176
Indian Fruits 82,0.00027637492,0.0005143868,0.99957806,0.005397784,0.9999039,0.9982999,0.99969506,0.0001492633,0.00018527148,0.0024242522,0.014599087,0.06119261,0.99954283,0.00041010624,0.99975353,0.9996927,0.999861,0.0002385292,0.00038446047,0.999678,0.99997044,0.9838181,0.70552826,0.99978644,0.9999236,0.00013062896,0.85108733,0.0001678325,0.9998758,0.15678638,0.99956185,0.99981743
Indian Nuts 83,0.000115058596,0.00036353464,0.9999155,0.002886921,0.9999521,0.93846285,0.99981874,0.00017429086,0.0004315515,0.051229566,0.018578885,0.043307904,0.9999261,5.0549806e-05,0.99993443,0.9999155,0.9998393,2.0317368e-05,0.0010715997,0.99997246,0.9999788,0.9994937,0.8615328,0.99958175,0.9999188,0.0002248788,0.778643,0.00019009097,0.99997175,0.045367025,0.9997851,0.9999199
North Indian Fruits 84,0.00034438237,0.0008799273,0.99947435,0.0034768854,0.9998037,0.9997888,0.9997154,0.000101719415,0.00066461606,0.00016189631,0.025646234,0.067382835,0.99887496,0.00018027551,0.99982977,0.9993309,0.9992017,9.29174e-05,0.00976873,0.9997273,0.99990165,0.99882835,0.4944311,0.99970526,0.9997905,0.00085679005,0.9684212,0.00040896548,0.99986124,0.08570979,0.9982399,0.99967456
Bengali Vegetables 85,5.9155376e-05,0.00031131285,0.9999052,0.0054433933,0.9998412,0.9998252,0.99906415,0.00032387217,0.000214554,0.0002681991,0.049789116,0.07342267,0.99925834,5.0834387e-05,0.99986184,0.99992204,0.9998167,2.9817893e-05,0.001347631,0.99985087,0.9999598,0.99686277,0.43022642,0.9997936,0.99993014,7.357429e-05,0.9492522,0.00015864786,0.9999689,0.032148194,0.99956983,0.99960655
North Indian Vegetables 86,2.7928654e-05,6.349276e-05,0.9999733,0.0018490102,0.9998859,0.99358857,0.99941146,0.00036670314,0.00038610978,0.0015248206,0.013866244,0.015708743,0.9995883,1.4947116e-05,0.9999534,0.99986744,0.99994516,9.6856646e-05,0.0027860247,0.9998647,0.99996257,0.9998233,0.5518081,0.9998115,0.99995863,0.000121539335,0.8988978,0.00012686085,0.99997365,0.059480857,0.99791175,0.9998085
Bengali Fruits 87,0.00027620926,0.0008447945,0.99969304,0.0055968743,0.99929357,0.99957055,0.9997459,0.0010282794,0.0028746785,0.00078854983,0.03367281,0.16851442,0.9994905,0.00030657637,0.9993135,0.9993754,0.99893755,0.00031674447,0.0037432276,0.9997559,0.9999019,0.99302036,0.5530133,0.9986958,0.9997634,0.000636631,0.9002718,0.00037946287,0.9997352,0.05868203,0.99948174,0.99880016
South Indian Vegetables 88,9.406783e-05,0.00020394163,0.99988675,0.00022245581,0.99990356,0.99959356,0.9996147,0.00026734156,0.00013888236,0.0008984139,0.00994898,0.061789036,0.9996314,2.7240916e-05,0.9999429,0.99988246,0.99984825,2.4377368e-05,0.0010567774,0.9999664,0.99997544,0.9988206,0.6218383,0.9996245,0.9999112,0.0001841136,0.9590081,0.00015977962,0.9999683,0.039785422,0.9998568,0.9998721
South Indian Dairy 89,0.00052857795,0.00061929924,0.9997899,0.0016820887,0.999876,0.10655578,0.9975789,0.00028692055,0.0004806678,0.5561098,0.019935887,0.09093973,0.9997714,0.00016615803,0.9996972,0.9998437,0.9998272,4.39217e-05,0.0058743367,0.99991286,0.9999634,0.99942017,0.8892133,0.99929667,0.99994445,0.00042586506,0.26606628,0.0001590027,0.9999831,0.042557262,0.99871016,0.99800104
Bengali Leafy Greens 90,0.0003256363,0.00047670578,0.99963105,0.006191171,0.9995784,0.9996611,0.9991836,0.00017352626,0.0006592847,0.0009003914,0.1460138,0.05742615,0.9992085,0.00015956754,0.9993759,0.9998574,0.9998087,8.195277e-05,0.0027157082,0.9996736,0.999964,0.9909662,0.3021564,0.99815506,0.9996774,0.00016721769,0.9467892,0.00027699987,0.9999831,0.017984072,0.9988997,0.99957556
Gujarati Leafy Greens 91,0.00016454027,0.00091560197,0.99966955,0.002064902,0.999551,0.99985707,0.99936825,0.00063432707,0.00065326,0.00030971452,0.06355351,0.18224724,0.9975541,0.00013627742,0.9997937,0.9998134,0.9995946,0.00016443268,0.0053057666,0.9997086,0.9997539,0.9941955,0.3913523,0.9979631,0.9997569,0.0007280452,0.92768663,0.00014375852,0.99989223,0.029315935,0.99868196,0.99958163
Gujarati Pulses 92,0.00012162049,0.00071946543,0.9998623,0.0031034637,0.999684,0.9989453,0.99583995,0.00084814086,0.0010343164,0.0008958794,0.062152214,0.026401155,0.9992736,4.784334e-05,0.999686,0.99988556,0.99973696,0.00013906497,0.0023642057,0.9993586,0.9999274,0.99739206,0.4617695,0.9994282,0.9996879,0.00024151886,0.9789227,0.00070292497,0.99992216,0.04953958,0.99938464,0.9992781
North Indian Nuts 93,5.387893e-05,0.00071664475,0.99998605,0.00037209707,0.9999963,8.016028e-09,0.9998696,8.696699e-06,0.00010765781,0.9999994,0.0046118395,0.048477598,0.9999701,3.742017e-06,0.99999356,0.9999722,0.9919699,7.448098e-05,0.0015816017,0.9999906,0.9999428,0.9999989,0.99995077,0.9995179,0.9999944,0.0009874644,0.00074247253,7.3284796e-06,0.99999285,0.011068819,0.99988294,0.99993384
Gujarati Leafy Greens 94,0.0010667305,0.0017924535,0.99926656,0.024276955,0.9993211,0.99948287,0.9993499,0.0032371324,0.0009590962,0.00046372565,0.023733247,0.03492135,0.9984118,0.00057207205,0.9994585,0.9989146,0.9981232,0.00027487366,0.01030104,0.99953485,0.9995209,0.9959561,0.5286285,0.99938786,0.9997793,0.0010196412,0.98531187,0.00064304576,0.9998035,0.13126676,0.9991973,0.99798715
Gujarati Cereals 95,0.00019301486,0.00039509582,0.9998109,0.0020838552,0.9998652,0.99942064,0.9996991,0.00036929446,0.0025286938,0.00067828776,0.027695574,0.067324914,0.9986619,0.00015231888,0.9998908,0.99961877,0.99931383,0.00047824325,0.005314521,0.99980015,0.99985826,0.9980804,0.5499058,0.9997099,0.99974376,0.00013469715,0.98860127,0.00065781944,0.9998209,0.035729017,0.99906677,0.99769753
Indian Leafy Greens 96,0.00015847324,0.001047926,0.9999517,0.0013400906,0.99991333,0.9998073,0.9997329,0.00030477278,0.0013750663,0.0001355319,0.029394077,0.053033583,0.99967813,3.8315466e-05,0.999951,0.99990535,0.9999119,0.00011111767,0.010325536,0.9998642,0.999959,0.9981477,0.4410216,0.99935585,0.99994564,6.3719424e-05,0.98223853,0.00016372098,0.9999751,0.03844612,0.9996675,0.9998228
Gujarati Fruits 97,0.0005832682,0.0009339769,0.9997608,0.0010879262,0.9997837,0.9999349,0.9998242,0.0004096522,0.00463902,0.00043806437,0.07982222,0.08871864,0.9997372,4.1488544e-05,0.9999335,0.99994206,0.9989531,0.00014567423,0.011212432,0.99977607,0.99996054,0.99914527,0.5401792,0.998538,0.999843,0.00035710455,0.9894911,0.00031213992,0.9997788,0.032703515,0.9999249,0.99921095
Indian Vegetables 98,0.00041998565,0.0024856818,0.99945456,0.00094787957,0.999577,0.9996189,0.99889046,0.0012302739,0.00039061395,0.00026927344,0.053073466,0.12383607,0.9992944,9.6416516e-05,0.9996716,0.999846,0.99951875,0.00020254984,0.009817217,0.99970657,0.99966395,0.9946451,0.2766658,0.9950577,0.9998485,0.00038235952,0.9765885,0.00092417165,0.99971586,0.023309765,0.9984952,0.99960977
North Indian Seeds 99,8.4790496e-05,0.00031687948,0.9999511,0.0029718194,0.99969816,0.0013156127,0.99928814,0.00022713105,0.00013169793,0.9930621,0.033751316,0.09402308,0.99933296,0.00016781587,0.999846,0.9998778,0.9986953,0.00023994708,0.004358618,0.99987555,0.99968743,0.99994826,0.9759085,0.999451,0.9999685,0.00051488297,0.034593094,0.00010024623,0.9999839,0.01596196,0.99982977,0.998553
Gujarati Dairy 100,0.0006046382,0.0007362622,0.99951136,0.0010324947,0.99918956,0.9437955,0.99870455,0.00049870746,0.00041509254,0.020014517,0.027940253,0.06706937,0.9980388,0.0001689734,0.9998398,0.99918216,0.9996445,0.00012075116,0.0030163326,0.9998907,0.9995609,0.9964056,0.6960608,0.9994361,0.9997892,0.00034974705,0.8519807,0.00074382516,0.9999206,0.17602114,0.9995378,0.9991571
Bengali Fruits 101,0.0006764299,0.0002352329,0.9999378,0.0015010536,0.99987614,0.9830084,0.99896586,0.00037575513,0.0009073586,0.010613575,0.033380263,0.0828149,0.9988883,0.0004520831,0.99987364,0.99992394,0.99989843,0.00014639177,0.0005979033,0.99989974,0.9999161,0.99166286,0.8923743,0.9990778,0.9998092,7.8041354e-05,0.96743673,0.00047454025,0.99968946,0.0378085,0.9994941,0.99813545
Gujarati Pulses 102,0.0002769703,0.0006174101,0.9997403,0.001743397,0.9994754,0.9999825,0.9996643,0.00019349302,0.0024708868,0.000113186994,0.06526253,0.10668448,0.9988875,0.00010733011,0.99986136,0.9998362,0.9993869,9.196241e-05,0.0019216568,0.999798,0.9997545,0.9972045,0.5350626,0.9993419,0.99972767,0.00020970665,0.9892406,0.000267206,0.99992883,0.035944834,0.99973565,0.99923766
North Indian Vegetables 103,0.00047460085,0.0011602843,0.9999502,0.0019571418,0.99990726,0.999887,0.9997408,0.0001474239,0.00041316758,0.00092971354,0.028672978,0.1837594,0.99906284,6.416229e-05,0.9998869,0.9999695,0.9991732,0.00014086724,0.002303654,0.99984455,0.99995446,0.997589,0.49307373,0.9998209,0.9999175,0.00017380313,0.9623023,9.992517e-05,0.9998945,0.017841911,0.99935037,0.9989875
Bengali Seeds 104,0.0007032395,0.0014387901,0.9996623,0.0043790876,0.998473,0.99966013,0.99936026,0.0022345218,0.00039499134,0.0018488871,0.06875299,0.07852586,0.9993223,0.0002889495,0.9998054,0.9998455,0.9995807,0.00060928316,0.017432053,0.99973243,0.99989307,0.9988772,0.25677326,0.99969625,0.99951816,0.0001229009,0.8409932,0.00011372099,0.99978274,0.097820885,0.99844307,0.9971023
Gujarati Dairy 105,0.00031080155,0.0025259806,0.99926335,0.002426718,0.9980952,0.99742043,0.99801624,0.0021031578,0.007074405,0.0010466215,0.057251014,0.26795676,0.9990213,0.0014857025,0.9996984,0.999255,0.99888366,0.00040234733,0.016424388,0.99964905,0.99920875,0.9904074,0.38977033,0.99633056,0.9985833,0.0007443307,0.94114804,0.0009900394,0.9996861,0.016604876,0.99810445,0.9994885
Indian Vegetables 106,1.863386e-05,0.00014760507,0.9999174,0.0011868502,0.9999584,0.999286,0.9999175,2.322375e-05,5.384036e-05,0.0007033578,0.015861185,0.054249287,0.9998857,7.2613184e-05,0.9999877,0.99992466,0.99987674,1.2273944e-05,0.0003576555,0.99997425,0.99999154,0.9999279,0.5934114,0.9994691,0.99995327,0.00022938418,0.9733488,6.1947154e-05,0.9999814,0.03751529,0.99989617,0.9999672
Bengali Dairy 107,3.3598073e-05,0.0004973014,0.999908,0.002570566,0.99967706,0.99962914,0.999453,7.069365e-05,0.0005329982,0.0006034413,0.05136401,0.09394977,0.99956506,0.000640726,0.9999522,0.9999198,0.99983525,5.0236722e-05,0.0010074702,0.99995244,0.99996006,0.9996037,0.6047436,0.99961615,0.9999459,0.00011281642,0.9184434,0.0002164687,0.9999888,0.020249562,0.9997749,0.9996222
North Indian Nuts 108,0.00018349198,0.0031853907,0.99990606,0.00380223,0.99994206,0.99998033,0.99947244,0.0002457687,0.0065263654,2.6491933e-05,0.03407563,0.19375637,0.99904865,4.4293698e-05,0.99988866,0.9998573,0.9988054,0.0007929698,0.005383569,0.9996686,0.99992347,0.9970329,0.6049516,0.9991774,0.9999306,0.00019396479,0.9898403,0.00029673887,0.99991953,0.030579591,0.99968815,0.9981723
North Indian Dairy 109,0.0026897385,0.0035862783,0.9991117,0.010243413,0.99730104,0.9921495,0.9951723,0.001856253,0.0014607821,0.006085229,0.057213295,0.15587568,0.9967816,0.00086761545,0.9991027,0.9967976,0.99870133,0.00021705525,0.006012586,0.99913543,0.9995958,0.9875624,0.5336498,0.9962794,0.99894685,0.0002388683,0.907546,0.0013450332,0.9996749,0.06842315,0.9994655,0.99025047
North Indian Cereals 110,0.00022760149,0.00033885194,0.9998424,0.00029383303,0.99986804,0.9999826,0.9997478,0.00016954681,0.00045155338,5.8374375e-05,0.04967266,0.12219016,0.9998472,4.1734576e-05,0.99995863,0.99996626,0.99952066,9.942655e-05,0.007865904,0.9997975,0.99975044,0.9973091,0.57365215,0.99960023,0.99975246,0.0007484454,0.98970944,0.00020615026,0.9999405,0.035556864,0.9995616,0.99821776
North Indian Nuts 111,0.00023668626,0.003636476,0.9995751,0.0054167015,0.999423,0.38286152,0.99883467,0.00028540363,0.0003078135,0.20489068,0.0147607215,0.18057448,0.9985331,0.00013520442,0.99991226,0.9998017,0.99985206,0.00050626684,0.0017283774,0.9999119,0.99991524,0.99911016,0.78917176,0.99766195,0.99956256,0.00015531597,0.48181316,0.00063148775,0.99979717,0.055132676,0.99968433,0.9997601
North Indian Fruits 112,0.00014102166,0.0006904428,0.999913,0.0014038179,0.9998511,0.006229302,0.9995946,9.7967684e-05,0.00092069514,0.9873553,0.0031143082,0.025694644,0.9992613,4.105874e-05,0.99990594,0.9990989,0.9986224,0.00017075699,0.0008835723,0.9998658,0.9988317,0.99988246,0.9973686,0.99949574,0.999944,0.00035453113,0.15314104,0.001696369,0.9999329,0.036090266,0.9999281,0.99927324
Indian Seeds 113,0.0016382704,0.0018004656,0.99840397,0.0047587757,0.99949574,0.9990727,0.9991615,0.001434999,0.000716072,0.0017238861,0.076234415,0.14701375,0.99866915,0.0014121493,0.9996722,0.99973065,0.9995047,0.0010843277,0.0072569735,0.99916637,0.9998085,0.9951982,0.41857275,0.9993536,0.9997954,0.0006467045,0.834665,0.0009198318,0.9995633,0.090936005,0.99805343,0.99800855
Bengali Leafy Greens 114,5.0907987e-05,0.00022687913,0.9997789,0.0037431351,0.9995726,0.99965477,0.99845684,0.0003224703,0.0025914267,0.00037128775,0.026955446,0.105726674,0.9987197,0.00019594186,0.9996131,0.9999114,0.99980146,0.00015149527,0.00049988466,0.9998272,0.9999243,0.9911363,0.49238595,0.99846387,0.99975663,0.00015938324,0.9017838,0.00062827754,0.9997677,0.01310952,0.9993437,0.99966073
South Indian Fruits 115,0.0002700002,0.0010992513,0.9995351,0.010069836,0.9995871,0.99961567,0.997598,0.00056896324,0.0014284838,0.00051622477,0.041805785,0.15092987,0.99965215,0.00025077927,0.99959475,0.9999341,0.9996617,0.0003305294,0.00218455,0.9997743,0.99990153,0.99759394,0.54059595,0.9998416,0.99977785,0.0002647346,0.65419686,0.00021246007,0.9999033,0.02776783,0.9989027,0.9993562
Indian Fruits 116,7.228225e-05,0.0006524349,0.9997998,0.0014812724,0.9991258,0.9988379,0.99958545,0.0001043616,0.0010575836,0.00495561,0.110694885,0.18499577,0.9992231,0.00056473847,0.9998976,0.99982053,0.99789906,0.00018660507,0.039819352,0.99987197,0.9997099,0.9963831,0.50933236,0.99961096,0.9994568,0.0005243114,0.8084712,0.0010060099,0.9999567,0.020466117,0.99706787,0.99594057
Indian Vegetables 117,4.0711464e-05,0.00026046217,0.9999356,0.0033762464,0.99973446,0.9988751,0.9996722,0.0002138596,0.0011070779,0.0006307104,0.034573678,0.04826307,0.99934524,1.162988e-05,0.9999887,0.99996305,0.99990356,9.075574e-05,0.003071345,0.9996357,0.9999809,0.9995003,0.5614502,0.99958676,0.99991834,0.000118712895,0.8794839,0.00022738977,0.9999517,0.031291213,0.9997148,0.99978703
Gujarati Fruits 118,0.00018809419,0.00076012313,0.9997135,0.0033026575,0.99977964,0.9998987,0.9989243,0.0007616941,0.00053846324,0.0002357718,0.046524752,0.22105226,0.99953294,0.0002462629,0.999826,0.9999044,0.9996106,0.0006188865,0.0019290368,0.99981445,0.9995384,0.99751556,0.55984277,0.9991953,0.99981135,0.00039339738,0.9369931,0.00015559791,0.9998516,0.015120982,0.99907047,0.9984438
South Indian Leafy Greens 119,0.00054187677,0.00107681,0.99985623,0.0010897415,0.9992884,0.9997873,0.99987864,0.0003200312,0.0037429945,0.0008204119,0.045779515,0.01995188,0.99934596,0.000105754894,0.9999163,0.99986315,0.9994142,5.6515284e-05,0.016111052,0.9996488,0.9999114,0.9987816,0.61425894,0.99225736,0.9973564,0.00024541907,0.9972011,0.00023470062,0.9999101,0.037296828,0.99926823,0.99854666
South Indian Dairy 120,0.0003134798,0.00017529487,0.9999422,0.00063105876,0.99987257,0.7371193,0.99935454,0.00012474945,0.00010496213,0.21944931,0.03852144,0.12386123,0.99886465,3.2005304e-05,0.9999236,0.9999609,0.99994075,5.6292494e-05,0.00036927426,0.9999577,0.99997413,0.9999275,0.9190626,0.9997776,0.9999517,0.000110464876,0.33039743,9.795462e-05,0.99992967,0.05600822,0.9993099,0.9996138
Gujarati Fruits 121,0.000116298776,0.000682524,0.9997682,0.0017262257,0.99990106,0.9999161,0.99925166,0.0004894296,0.001043911,0.00010537037,0.07152657,0.04843937,0.9995159,5.5370783e-05,0.9998621,0.9998466,0.9992741,0.00014787145,0.009482371,0.99986565,0.99981314,0.99709785,0.5375607,0.999126,0.9999348,0.00058890815,0.98193973,0.0003750249,0.9999387,0.027589368,0.9994641,0.9982987
North Indian Seeds 122,0.00058991514,0.0019880533,0.9994419,0.0023130167,0.9994223,0.99862266,0.9996673,0.0005273598,0.00045042267,0.0044103623,0.10985198,0.29700968,0.9969983,0.00034512352,0.999783,0.9995803,0.99913615,0.00075926457,0.0049943374,0.9989078,0.999519,0.9970553,0.5594587,0.9940455,0.99967813,0.00050577056,0.865803,0.0007986397,0.9999064,0.011486423,0.9980118,0.9984962
Bengali Nuts 123,7.111021e-05,0.00064300164,0.999912,0.0029096897,0.99987006,0.99957615,0.9998857,6.594622e-05,0.0007758012,0.00023956716,0.04543704,0.11358045,0.99972993,0.000114209375,0.9999076,0.9998958,0.99972004,3.8142516e-05,0.004987359,0.99986076,0.99996984,0.9963152,0.6377192,0.9993461,0.9998894,0.00028890735,0.9408393,0.0003125261,0.99994946,0.0301973,0.9992975,0.99987423
North Indian Cereals 124,0.0005722424,0.0016863196,0.9992137,0.005552491,0.9997173,0.99989045,0.9994124,0.0008349037,0.008599771,0.00032731707,0.12423064,0.043089747,0.9972408,0.00025143765,0.99970007,0.99981946,0.99796754,0.0006519271,0.011677331,0.99879456,0.999772,0.99628264,0.72053343,0.9982426,0.9993849,0.0025256972,0.95596594,0.00060873554,0.9998344,0.11362231,0.99597615,0.995689
